% Model,HUR_model_weather_Jyvaskyla.mph
% Version,COMSOL 5.4.0.388
% Date,"Oct 14 2019, 18:31"
% Table,Table 6 - Line Average 5 (ht.rho)
% Time (h),Density (kg/m^3)
156,850.0000000000003
157,850.0000000000003
158,850.0000000000003
159,850.0000000000003
160,850.0000000000003
161,850.0000000000003
162,850.0000000000003
163,850.0000000000003
164,850.0000000000003
165,850.0000000000003
166,850.0000000000003
167,850.0000000000003
168,850.0000000000003
169,850.0000000000003
170,850.0000000000003
171,850.0000000000003
172,850.0000000000003
173,850.0000000000003
174,850.0000000000003
175,850.0000000000003
176,850.0000000000003
177,850.0000000000003
178,850.0000000000003
179,850.0000000000003
180,850.0000000000003
181,850.0000000000003
182,850.0000000000003
183,850.0000000000003
184,850.0000000000003
185,850.0000000000003
186,850.0000000000003
187,850.0000000000003
188,850.0000000000003
189,850.0000000000003
190,850.0000000000003
191,850.0000000000003
192,850.0000000000003
193,850.0000000000003
194,850.0000000000003
195,850.0000000000003
196,850.0000000000003
197,850.0000000000003
198,850.0000000000003
199,850.0000000000003
200,850.0000000000003
201,850.0000000000003
202,850.0000000000003
203,850.0000000000003
204,850.0000000000003
205,850.0000000000003
206,850.0000000000003
207,850.0000000000003
208,850.0000000000003
209,850.0000000000003
210,850.0000000000003
211,850.0000000000003
212,850.0000000000003
213,850.0000000000003
214,850.0000000000003
215,850.0000000000003
216,850.0000000000003
217,850.0000000000003
218,850.0000000000003
219,850.0000000000003
220,850.0000000000003
221,850.0000000000003
222,850.0000000000003
223,850.0000000000003
224,850.0000000000003
225,850.0000000000003
226,850.0000000000003
227,850.0000000000003
228,850.0000000000003
229,850.0000000000003
230,850.0000000000003
231,850.0000000000003
232,850.0000000000003
233,850.0000000000003
234,850.0000000000003
235,850.0000000000003
236,850.0000000000003
237,850.0000000000003
238,850.0000000000003
239,850.0000000000003
240,850.0000000000003
241,850.0000000000003
242,850.0000000000003
243,850.0000000000003
244,850.0000000000003
245,850.0000000000003
246,850.0000000000003
247,850.0000000000003
248,850.0000000000003
249,850.0000000000003
250,850.0000000000003
251,850.0000000000003
252,850.0000000000003
253,850.0000000000003
254,850.0000000000003
255,850.0000000000003
256,850.0000000000003
257,850.0000000000003
258,850.0000000000003
259,850.0000000000003
260,850.0000000000003
261,850.0000000000003
262,850.0000000000003
263,850.0000000000003
264,850.0000000000003
265,850.0000000000003
266,850.0000000000003
267,850.0000000000003
268,850.0000000000003
269,850.0000000000003
270,850.0000000000003
271,850.0000000000003
272,850.0000000000003
273,850.0000000000003
274,850.0000000000003
275,850.0000000000003
276,850.0000000000003
277,850.0000000000003
278,850.0000000000003
279,850.0000000000003
280,850.0000000000003
281,850.0000000000003
282,850.0000000000003
283,850.0000000000003
284,850.0000000000003
285,850.0000000000003
286,850.0000000000003
287,850.0000000000003
288,850.0000000000003
289,850.0000000000003
290,850.0000000000003
291,850.0000000000003
292,850.0000000000003
293,850.0000000000003
294,850.0000000000003
295,850.0000000000003
296,850.0000000000003
297,850.0000000000003
298,850.0000000000003
299,850.0000000000003
300,850.0000000000003
301,850.0000000000003
302,850.0000000000003
303,850.0000000000003
304,850.0000000000003
305,850.0000000000003
306,850.0000000000003
307,850.0000000000003
308,850.0000000000003
309,850.0000000000003
310,850.0000000000003
311,850.0000000000003
312,850.0000000000003
313,850.0000000000003
314,850.0000000000003
315,850.0000000000003
316,850.0000000000003
317,850.0000000000003
318,850.0000000000003
319,850.0000000000003
320,850.0000000000003
321,850.0000000000003
322,850.0000000000003
323,850.0000000000003
324,850.0000000000003
325,850.0000000000003
326,850.0000000000003
327,850.0000000000003
328,850.0000000000003
329,850.0000000000003
330,850.0000000000003
331,850.0000000000003
332,850.0000000000003
333,850.0000000000003
334,850.0000000000003
335,850.0000000000003
336,850.0000000000003
337,850.0000000000003
338,850.0000000000003
339,850.0000000000003
340,850.0000000000003
341,850.0000000000003
342,850.0000000000003
343,850.0000000000003
344,850.0000000000003
345,850.0000000000003
346,850.0000000000003
347,850.0000000000003
348,850.0000000000003
349,850.0000000000003
350,850.0000000000003
351,850.0000000000003
352,850.0000000000003
353,850.0000000000003
354,850.0000000000003
355,850.0000000000003
356,850.0000000000003
357,850.0000000000003
358,850.0000000000003
359,850.0000000000003
360,850.0000000000003
361,850.0000000000003
362,850.0000000000003
363,850.0000000000003
364,850.0000000000003
365,850.0000000000003
366,850.0000000000003
367,850.0000000000003
368,850.0000000000003
369,850.0000000000003
370,850.0000000000003
371,850.0000000000003
372,850.0000000000003
373,850.0000000000003
374,850.0000000000003
375,850.0000000000003
376,850.0000000000003
377,850.0000000000003
378,850.0000000000003
379,850.0000000000003
380,850.0000000000003
381,850.0000000000003
382,850.0000000000003
383,850.0000000000003
384,850.0000000000003
385,850.0000000000003
386,850.0000000000003
387,850.0000000000003
388,850.0000000000003
389,850.0000000000003
390,850.0000000000003
391,850.0000000000003
392,850.0000000000003
393,850.0000000000003
394,850.0000000000003
395,850.0000000000003
396,850.0000000000003
397,850.0000000000003
398,850.0000000000003
399,850.0000000000003
400,850.0000000000003
401,850.0000000000003
402,850.0000000000003
403,850.0000000000003
404,850.0000000000003
405,850.0000000000003
406,850.0000000000003
407,850.0000000000003
408,850.0000000000003
409,850.0000000000003
410,850.0000000000003
411,850.0000000000003
412,850.0000000000003
413,850.0000000000003
414,850.0000000000003
415,850.0000000000003
416,850.0000000000003
417,850.0000000000003
418,850.0000000000003
419,850.0000000000003
420,850.0000000000003
421,850.0000000000003
422,850.0000000000003
423,850.0000000000003
424,850.0000000000003
425,850.0000000000003
426,850.0000000000003
427,850.0000000000003
428,850.0000000000003
429,850.0000000000003
430,850.0000000000003
431,850.0000000000003
432,850.0000000000003
433,850.0000000000003
434,850.0000000000003
435,850.0000000000003
436,850.0000000000003
437,850.0000000000003
438,850.0000000000003
439,850.0000000000003
440,850.0000000000003
441,850.0000000000003
442,850.0000000000003
443,850.0000000000003
444,850.0000000000003
445,850.0000000000003
446,850.0000000000003
447,850.0000000000003
448,850.0000000000003
449,850.0000000000003
450,850.0000000000003
451,850.0000000000003
452,850.0000000000003
453,850.0000000000003
454,850.0000000000003
455,850.0000000000003
456,850.0000000000003
457,850.0000000000003
458,850.0000000000003
459,850.0000000000003
460,850.0000000000003
461,850.0000000000003
462,850.0000000000003
463,850.0000000000003
464,850.0000000000003
465,850.0000000000003
466,850.0000000000003
467,850.0000000000003
468,850.0000000000003
469,850.0000000000003
470,850.0000000000003
471,850.0000000000003
472,850.0000000000003
473,850.0000000000003
474,850.0000000000003
475,850.0000000000003
476,850.0000000000003
477,850.0000000000003
478,850.0000000000003
479,850.0000000000003
480,850.0000000000003
481,850.0000000000003
482,850.0000000000003
483,850.0000000000003
484,850.0000000000003
485,850.0000000000003
486,850.0000000000003
487,850.0000000000003
488,850.0000000000003
489,850.0000000000003
490,850.0000000000003
491,850.0000000000003
492,850.0000000000003
493,850.0000000000003
494,850.0000000000003
495,850.0000000000003
496,850.0000000000003
497,850.0000000000003
498,850.0000000000003
499,850.0000000000003
500,850.0000000000003
501,850.0000000000003
502,850.0000000000003
503,850.0000000000003
504,850.0000000000003
505,850.0000000000003
506,850.0000000000003
507,850.0000000000003
508,850.0000000000003
509,850.0000000000003
510,850.0000000000003
511,850.0000000000003
512,850.0000000000003
513,850.0000000000003
514,850.0000000000003
515,850.0000000000003
516,850.0000000000003
517,850.0000000000003
518,850.0000000000003
519,850.0000000000003
520,850.0000000000003
521,850.0000000000003
522,850.0000000000003
523,850.0000000000003
524,850.0000000000003
525,850.0000000000003
526,850.0000000000003
527,850.0000000000003
528,850.0000000000003
529,850.0000000000003
530,850.0000000000003
531,850.0000000000003
532,850.0000000000003
533,850.0000000000003
534,850.0000000000003
535,850.0000000000003
536,850.0000000000003
537,850.0000000000003
538,850.0000000000003
539,850.0000000000003
540,850.0000000000003
541,850.0000000000003
542,850.0000000000003
543,850.0000000000003
544,850.0000000000003
545,850.0000000000003
546,850.0000000000003
547,850.0000000000003
548,850.0000000000003
549,850.0000000000003
550,850.0000000000003
551,850.0000000000003
552,850.0000000000003
553,850.0000000000003
554,850.0000000000003
555,850.0000000000003
556,850.0000000000003
557,850.0000000000003
558,850.0000000000003
559,850.0000000000003
560,850.0000000000003
561,850.0000000000003
562,850.0000000000003
563,850.0000000000003
564,850.0000000000003
565,850.0000000000003
566,850.0000000000003
567,850.0000000000003
568,850.0000000000003
569,850.0000000000003
570,850.0000000000003
571,850.0000000000003
572,850.0000000000003
573,850.0000000000003
574,850.0000000000003
575,850.0000000000003
576,850.0000000000003
577,850.0000000000003
578,850.0000000000003
579,850.0000000000003
580,850.0000000000003
581,850.0000000000003
582,850.0000000000003
583,850.0000000000003
584,850.0000000000003
585,850.0000000000003
586,850.0000000000003
587,850.0000000000003
588,850.0000000000003
589,850.0000000000003
590,850.0000000000003
591,850.0000000000003
592,850.0000000000003
593,850.0000000000003
594,850.0000000000003
595,850.0000000000003
596,850.0000000000003
597,850.0000000000003
598,850.0000000000003
599,850.0000000000003
600,850.0000000000003
601,850.0000000000003
602,850.0000000000003
603,850.0000000000003
604,850.0000000000003
605,850.0000000000003
606,850.0000000000003
607,850.0000000000003
608,850.0000000000003
609,850.0000000000003
610,850.0000000000003
611,850.0000000000003
612,850.0000000000003
613,850.0000000000003
614,850.0000000000003
615,850.0000000000003
616,850.0000000000003
617,850.0000000000003
618,850.0000000000003
619,850.0000000000003
620,850.0000000000003
621,850.0000000000003
622,850.0000000000003
623,850.0000000000003
624,850.0000000000003
625,850.0000000000003
626,850.0000000000003
627,850.0000000000003
628,850.0000000000003
629,850.0000000000003
630,850.0000000000003
631,850.0000000000003
632,850.0000000000003
633,850.0000000000003
634,850.0000000000003
635,850.0000000000003
636,850.0000000000003
637,850.0000000000003
638,850.0000000000003
639,850.0000000000003
640,850.0000000000003
641,850.0000000000003
642,850.0000000000003
643,850.0000000000003
644,850.0000000000003
645,850.0000000000003
646,850.0000000000003
647,850.0000000000003
648,850.0000000000003
649,850.0000000000003
650,850.0000000000003
651,850.0000000000003
652,850.0000000000003
653,850.0000000000003
654,850.0000000000003
655,850.0000000000003
656,850.0000000000003
657,850.0000000000003
658,850.0000000000003
659,850.0000000000003
660,850.0000000000003
661,850.0000000000003
662,850.0000000000003
663,850.0000000000003
664,850.0000000000003
665,850.0000000000003
666,850.0000000000003
667,850.0000000000003
668,850.0000000000003
669,850.0000000000003
670,850.0000000000003
671,850.0000000000003
672,850.0000000000003
673,850.0000000000003
674,850.0000000000003
675,850.0000000000003
676,850.0000000000003
677,850.0000000000003
678,850.0000000000003
679,850.0000000000003
680,850.0000000000003
681,850.0000000000003
682,850.0000000000003
683,850.0000000000003
684,850.0000000000003
685,850.0000000000003
686,850.0000000000003
687,850.0000000000003
688,850.0000000000003
689,850.0000000000003
690,850.0000000000003
691,850.0000000000003
692,850.0000000000003
693,850.0000000000003
694,850.0000000000003
695,850.0000000000003
696,850.0000000000003
697,850.0000000000003
698,850.0000000000003
699,850.0000000000003
700,850.0000000000003
701,850.0000000000003
702,850.0000000000003
703,850.0000000000003
704,850.0000000000003
705,850.0000000000003
706,850.0000000000003
707,850.0000000000003
708,850.0000000000003
709,850.0000000000003
710,850.0000000000003
711,850.0000000000003
712,850.0000000000003
713,850.0000000000003
714,850.0000000000003
715,850.0000000000003
716,850.0000000000003
717,850.0000000000003
718,850.0000000000003
719,850.0000000000003
720,850.0000000000003
721,850.0000000000003
722,850.0000000000003
723,850.0000000000003
724,850.0000000000003
725,850.0000000000003
726,850.0000000000003
727,850.0000000000003
728,850.0000000000003
729,850.0000000000003
730,850.0000000000003
731,850.0000000000003
732,850.0000000000003
733,850.0000000000003
734,850.0000000000003
735,850.0000000000003
736,850.0000000000003
737,850.0000000000003
738,850.0000000000003
739,850.0000000000003
740,850.0000000000003
741,850.0000000000003
742,850.0000000000003
743,850.0000000000003
744,850.0000000000003
745,850.0000000000003
746,850.0000000000003
747,850.0000000000003
748,850.0000000000003
749,850.0000000000003
750,850.0000000000003
751,850.0000000000003
752,850.0000000000003
753,850.0000000000003
754,850.0000000000003
755,850.0000000000003
756,850.0000000000003
757,850.0000000000003
758,850.0000000000003
759,850.0000000000003
760,850.0000000000003
761,850.0000000000003
762,850.0000000000003
763,850.0000000000003
764,850.0000000000003
765,850.0000000000003
766,850.0000000000003
767,850.0000000000003
768,850.0000000000003
769,850.0000000000003
770,850.0000000000003
771,850.0000000000003
772,850.0000000000003
773,850.0000000000003
774,850.0000000000003
775,850.0000000000003
776,850.0000000000003
777,850.0000000000003
778,850.0000000000003
779,850.0000000000003
780,850.0000000000003
781,850.0000000000003
782,850.0000000000003
783,850.0000000000003
784,850.0000000000003
785,850.0000000000003
786,850.0000000000003
787,850.0000000000003
788,850.0000000000003
789,850.0000000000003
790,850.0000000000003
791,850.0000000000003
792,850.0000000000003
793,850.0000000000003
794,850.0000000000003
795,850.0000000000003
796,850.0000000000003
797,850.0000000000003
798,850.0000000000003
799,850.0000000000003
800,850.0000000000003
801,850.0000000000003
802,850.0000000000003
803,850.0000000000003
804,850.0000000000003
805,850.0000000000003
806,850.0000000000003
807,850.0000000000003
808,850.0000000000003
809,850.0000000000003
810,850.0000000000003
811,850.0000000000003
812,850.0000000000003
813,850.0000000000003
814,850.0000000000003
815,850.0000000000003
816,850.0000000000003
817,850.0000000000003
818,850.0000000000003
819,850.0000000000003
820,850.0000000000003
821,850.0000000000003
822,850.0000000000003
823,850.0000000000003
824,850.0000000000003
825,850.0000000000003
826,850.0000000000003
827,850.0000000000003
828,850.0000000000003
829,850.0000000000003
830,850.0000000000003
831,850.0000000000003
832,850.0000000000003
833,850.0000000000003
834,850.0000000000003
835,850.0000000000003
836,850.0000000000003
837,850.0000000000003
838,850.0000000000003
839,850.0000000000003
840,850.0000000000003
841,850.0000000000003
842,850.0000000000003
843,850.0000000000003
844,850.0000000000003
845,850.0000000000003
846,850.0000000000003
847,850.0000000000003
848,850.0000000000003
849,850.0000000000003
850,850.0000000000003
851,850.0000000000003
852,850.0000000000003
853,850.0000000000003
854,850.0000000000003
855,850.0000000000003
856,850.0000000000003
857,850.0000000000003
858,850.0000000000003
859,850.0000000000003
860,850.0000000000003
861,850.0000000000003
862,850.0000000000003
863,850.0000000000003
864,850.0000000000003
865,850.0000000000003
866,850.0000000000003
867,850.0000000000003
868,850.0000000000003
869,850.0000000000003
870,850.0000000000003
871,850.0000000000003
872,850.0000000000003
873,850.0000000000003
874,850.0000000000003
875,850.0000000000003
876,850.0000000000003
877,850.0000000000003
878,850.0000000000003
879,850.0000000000003
880,850.0000000000003
881,850.0000000000003
882,850.0000000000003
883,850.0000000000003
884,850.0000000000003
885,850.0000000000003
886,850.0000000000003
887,850.0000000000003
888,850.0000000000003
889,850.0000000000003
890,850.0000000000003
891,850.0000000000003
892,850.0000000000003
893,850.0000000000003
894,850.0000000000003
895,850.0000000000003
896,850.0000000000003
897,850.0000000000003
898,850.0000000000003
899,850.0000000000003
900,850.0000000000003
901,850.0000000000003
902,850.0000000000003
903,850.0000000000003
904,850.0000000000003
905,850.0000000000003
906,850.0000000000003
907,850.0000000000003
908,850.0000000000003
909,850.0000000000003
910,850.0000000000003
911,850.0000000000003
912,850.0000000000003
913,850.0000000000003
914,850.0000000000003
915,850.0000000000003
916,850.0000000000003
917,850.0000000000003
918,850.0000000000003
919,850.0000000000003
920,850.0000000000003
921,850.0000000000003
922,850.0000000000003
923,850.0000000000003
924,850.0000000000003
925,850.0000000000003
926,850.0000000000003
927,850.0000000000003
928,850.0000000000003
929,850.0000000000003
930,850.0000000000003
931,850.0000000000003
932,850.0000000000003
933,850.0000000000003
934,850.0000000000003
935,850.0000000000003
936,850.0000000000003
937,850.0000000000003
938,850.0000000000003
939,850.0000000000003
940,850.0000000000003
941,850.0000000000003
942,850.0000000000003
943,850.0000000000003
944,850.0000000000003
945,850.0000000000003
946,850.0000000000003
947,850.0000000000003
948,850.0000000000003
949,850.0000000000003
950,850.0000000000003
951,850.0000000000003
952,850.0000000000003
953,850.0000000000003
954,850.0000000000003
955,850.0000000000003
956,850.0000000000003
957,850.0000000000003
958,850.0000000000003
959,850.0000000000003
960,850.0000000000003
961,850.0000000000003
962,850.0000000000003
963,850.0000000000003
964,850.0000000000003
965,850.0000000000003
966,850.0000000000003
967,850.0000000000003
968,850.0000000000003
969,850.0000000000003
970,850.0000000000003
971,850.0000000000003
972,850.0000000000003
973,850.0000000000003
974,850.0000000000003
975,850.0000000000003
976,850.0000000000003
977,850.0000000000003
978,850.0000000000003
979,850.0000000000003
980,850.0000000000003
981,850.0000000000003
982,850.0000000000003
983,850.0000000000003
984,850.0000000000003
985,850.0000000000003
986,850.0000000000003
987,850.0000000000003
988,850.0000000000003
989,850.0000000000003
990,850.0000000000003
991,850.0000000000003
992,850.0000000000003
993,850.0000000000003
994,850.0000000000003
995,850.0000000000003
996,850.0000000000003
997,850.0000000000003
998,850.0000000000003
999,850.0000000000003
1000,850.0000000000003
1001,850.0000000000003
1002,850.0000000000003
1003,850.0000000000003
1004,850.0000000000003
1005,850.0000000000003
1006,850.0000000000003
1007,850.0000000000003
1008,850.0000000000003
1009,850.0000000000003
1010,850.0000000000003
1011,850.0000000000003
1012,850.0000000000003
1013,850.0000000000003
1014,850.0000000000003
1015,850.0000000000003
1016,850.0000000000003
1017,850.0000000000003
1018,850.0000000000003
1019,850.0000000000003
1020,850.0000000000003
1021,850.0000000000003
1022,850.0000000000003
1023,850.0000000000003
1024,850.0000000000003
1025,850.0000000000003
1026,850.0000000000003
1027,850.0000000000003
1028,850.0000000000003
1029,850.0000000000003
1030,850.0000000000003
1031,850.0000000000003
1032,850.0000000000003
1033,850.0000000000003
1034,850.0000000000003
1035,850.0000000000003
1036,850.0000000000003
1037,850.0000000000003
1038,850.0000000000003
1039,850.0000000000003
1040,850.0000000000003
1041,850.0000000000003
1042,850.0000000000003
1043,850.0000000000003
1044,850.0000000000003
1045,850.0000000000003
1046,850.0000000000003
1047,850.0000000000003
1048,850.0000000000003
1049,850.0000000000003
1050,850.0000000000003
1051,850.0000000000003
1052,850.0000000000003
1053,850.0000000000003
1054,850.0000000000003
1055,850.0000000000003
1056,850.0000000000003
1057,850.0000000000003
1058,850.0000000000003
1059,850.0000000000003
1060,850.0000000000003
1061,850.0000000000003
1062,850.0000000000003
1063,850.0000000000003
1064,850.0000000000003
1065,850.0000000000003
1066,850.0000000000003
1067,850.0000000000003
1068,850.0000000000003
1069,850.0000000000003
1070,850.0000000000003
1071,850.0000000000003
1072,850.0000000000003
1073,850.0000000000003
1074,850.0000000000003
1075,850.0000000000003
1076,850.0000000000003
1077,850.0000000000003
1078,850.0000000000003
1079,850.0000000000003
1080,850.0000000000003
1081,850.0000000000003
1082,850.0000000000003
1083,850.0000000000003
1084,850.0000000000003
1085,850.0000000000003
1086,850.0000000000003
1087,850.0000000000003
1088,850.0000000000003
1089,850.0000000000003
1090,850.0000000000003
1091,850.0000000000003
1092,850.0000000000003
1093,850.0000000000003
1094,850.0000000000003
1095,850.0000000000003
1096,850.0000000000003
1097,850.0000000000003
1098,850.0000000000003
1099,850.0000000000003
1100,850.0000000000003
1101,850.0000000000003
1102,850.0000000000003
1103,850.0000000000003
1104,850.0000000000003
1105,850.0000000000003
1106,850.0000000000003
1107,850.0000000000003
1108,850.0000000000003
1109,850.0000000000003
1110,850.0000000000003
1111,850.0000000000003
1112,850.0000000000003
1113,850.0000000000003
1114,850.0000000000003
1115,850.0000000000003
1116,850.0000000000003
1117,850.0000000000003
1118,850.0000000000003
1119,850.0000000000003
1120,850.0000000000003
1121,850.0000000000003
1122,850.0000000000003
1123,850.0000000000003
1124,850.0000000000003
1125,850.0000000000003
1126,850.0000000000003
1127,850.0000000000003
1128,850.0000000000003
1129,850.0000000000003
1130,850.0000000000003
1131,850.0000000000003
1132,850.0000000000003
1133,850.0000000000003
1134,850.0000000000003
1135,850.0000000000003
1136,850.0000000000003
1137,850.0000000000003
1138,850.0000000000003
1139,850.0000000000003
1140,850.0000000000003
1141,850.0000000000003
1142,850.0000000000003
1143,850.0000000000003
1144,850.0000000000003
1145,850.0000000000003
1146,850.0000000000003
1147,850.0000000000003
1148,850.0000000000003
1149,850.0000000000003
1150,850.0000000000003
1151,850.0000000000003
1152,850.0000000000003
1153,850.0000000000003
1154,850.0000000000003
1155,850.0000000000003
1156,850.0000000000003
1157,850.0000000000003
1158,850.0000000000003
1159,850.0000000000003
1160,850.0000000000003
1161,850.0000000000003
1162,850.0000000000003
1163,850.0000000000003
1164,850.0000000000003
1165,850.0000000000003
1166,850.0000000000003
1167,850.0000000000003
1168,850.0000000000003
1169,850.0000000000003
1170,850.0000000000003
1171,850.0000000000003
1172,850.0000000000003
1173,850.0000000000003
1174,850.0000000000003
1175,850.0000000000003
1176,850.0000000000003
1177,850.0000000000003
1178,850.0000000000003
1179,850.0000000000003
1180,850.0000000000003
1181,850.0000000000003
1182,850.0000000000003
1183,850.0000000000003
1184,850.0000000000003
1185,850.0000000000003
1186,850.0000000000003
1187,850.0000000000003
1188,850.0000000000003
1189,850.0000000000003
1190,850.0000000000003
1191,850.0000000000003
1192,850.0000000000003
1193,850.0000000000003
1194,850.0000000000003
1195,850.0000000000003
1196,850.0000000000003
1197,850.0000000000003
1198,850.0000000000003
1199,850.0000000000003
1200,850.0000000000003
1201,850.0000000000003
1202,850.0000000000003
1203,850.0000000000003
1204,850.0000000000003
1205,850.0000000000003
1206,850.0000000000003
1207,850.0000000000003
1208,850.0000000000003
1209,850.0000000000003
1210,850.0000000000003
1211,850.0000000000003
1212,850.0000000000003
1213,850.0000000000003
1214,850.0000000000003
1215,850.0000000000003
1216,850.0000000000003
1217,850.0000000000003
1218,850.0000000000003
1219,850.0000000000003
1220,850.0000000000003
1221,850.0000000000003
1222,850.0000000000003
1223,850.0000000000003
1224,850.0000000000003
1225,850.0000000000003
1226,850.0000000000003
1227,850.0000000000003
1228,850.0000000000003
1229,850.0000000000003
1230,850.0000000000003
1231,850.0000000000003
1232,850.0000000000003
1233,850.0000000000003
1234,850.0000000000003
1235,850.0000000000003
1236,850.0000000000003
1237,850.0000000000003
1238,850.0000000000003
1239,850.0000000000003
1240,850.0000000000003
1241,850.0000000000003
1242,850.0000000000003
1243,850.0000000000003
1244,850.0000000000003
1245,850.0000000000003
1246,850.0000000000003
1247,850.0000000000003
1248,850.0000000000003
1249,850.0000000000003
1250,850.0000000000003
1251,850.0000000000003
1252,850.0000000000003
1253,850.0000000000003
1254,850.0000000000003
1255,850.0000000000003
1256,850.0000000000003
1257,850.0000000000003
1258,850.0000000000003
1259,850.0000000000003
1260,850.0000000000003
1261,850.0000000000003
1262,850.0000000000003
1263,850.0000000000003
1264,850.0000000000003
1265,850.0000000000003
1266,850.0000000000003
1267,850.0000000000003
1268,850.0000000000003
1269,850.0000000000003
1270,850.0000000000003
1271,850.0000000000003
1272,850.0000000000003
1273,850.0000000000003
1274,850.0000000000003
1275,850.0000000000003
1276,850.0000000000003
1277,850.0000000000003
1278,850.0000000000003
1279,850.0000000000003
1280,850.0000000000003
1281,850.0000000000003
1282,850.0000000000003
1283,850.0000000000003
1284,850.0000000000003
1285,850.0000000000003
1286,850.0000000000003
1287,850.0000000000003
1288,850.0000000000003
1289,850.0000000000003
1290,850.0000000000003
1291,850.0000000000003
1292,850.0000000000003
1293,850.0000000000003
1294,850.0000000000003
1295,850.0000000000003
1296,850.0000000000003
1297,850.0000000000003
1298,850.0000000000003
1299,850.0000000000003
1300,850.0000000000003
1301,850.0000000000003
1302,850.0000000000003
1303,850.0000000000003
1304,850.0000000000003
1305,850.0000000000003
1306,850.0000000000003
1307,850.0000000000003
1308,850.0000000000003
1309,850.0000000000003
1310,850.0000000000003
1311,850.0000000000003
1312,850.0000000000003
1313,850.0000000000003
1314,850.0000000000003
1315,850.0000000000003
1316,850.0000000000003
1317,850.0000000000003
1318,850.0000000000003
1319,850.0000000000003
1320,850.0000000000003
1321,850.0000000000003
1322,850.0000000000003
1323,850.0000000000003
1324,850.0000000000003
1325,850.0000000000003
1326,850.0000000000003
1327,850.0000000000003
1328,850.0000000000003
1329,850.0000000000003
1330,850.0000000000003
1331,850.0000000000003
1332,850.0000000000003
1333,850.0000000000003
1334,850.0000000000003
1335,850.0000000000003
1336,850.0000000000003
1337,850.0000000000003
1338,850.0000000000003
1339,850.0000000000003
1340,850.0000000000003
1341,850.0000000000003
1342,850.0000000000003
1343,850.0000000000003
